country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
Colombia,ideasx.com,Other,solo,No,85,Personal Project / Entertainment,little_info,reachable,200
India,radiatechs.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
India,ark2construct.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
India,speedobuy.com,E-commerce and Retail,Unknown,No,65,N/A,unreachable,unreachable,Connection Error
United States,stayhome.li,Technology and Software Development,Unknown,Yes,95,N/A,no_info,reachable,200
India,houseofassignments.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
India,tourbureau.us,Other,Unknown,No,95,Travel Agency,much_info,reachable,200
India,innovativehiringsolutions.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
United States,owleyes.ch,Technology and Software Development,Unknown,Yes,95,N/A,no_info,reachable,200
Philippines,axguard.com,Other,Unknown,No,95,Solar Energy Provider,much_info,reachable,200
Philippines,tycoms.com,Other,Unknown,No,10,N/A,no_info,reachable,200
United States,intergroupmining.com,Other,11 to 50,No,75,Mining,unreachable,unreachable,403
India,geniusbuddyy.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
Malaysia,jyglobalbiz.com,Financial Service,Unknown,No,90,N/A,much_info,reachable,200
Kosovo,bliniofficial.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
India,synovaconsultants.com,Healthcare,Unknown,No,95,N/A,much_info,reachable,200
Kazakhstan,rybnikov.co,Technology and Software Development,solo,No,80,N/A,unreachable,unreachable,SSL Error
India,mokobara.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
United States,equitylegalservices.org,Other,Unknown,No,95,Legal Services Non-profit,much_info,reachable,200
United States,skyworksllc.com,Manufacturing and Industrial,Unknown,No,95,N/A,much_info,reachable,200
India,techxerro.com,Technology and Software Development,5 to 20,No,90,N/A,no_info,reachable,200
Philippines,blacktuskadvisors.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
Latvia,teamdash.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,basalanalytics.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,pathwayzbd.com,Other,Unknown,No,20,N/A,unreachable,unreachable,Connection Error
India,avantaxdesign.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Australia,advantagefeeders.com.au,Manufacturing and Industrial,Unknown,No,95,N/A,much_info,reachable,200
Portugal,jdadigital.com,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
India,iacs.in,Manufacturing and Industrial,Unknown,No,95,N/A,much_info,reachable,200
Algeria,souheibmadi.com,Technology and Software Development,solo,No,85,N/A,little_info,reachable,200
India,borisgroupofconstruction.com.au,Real Estate and Property Management,Unknown,No,95,N/A,much_info,reachable,200
India,mindcypress.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
India,doshiengineering.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
Thailand,kohtour.com,Other,Unknown,No,95,Travel Agency,much_info,reachable,200
India,revolnixx.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,giakaacapital.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
India,andaazfashion.com,E-commerce and Retail,Unknown,No,95,N/A,unreachable,unreachable,403
India,thesuperaccountants.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
India,finoways.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
United States,dreamkeyrentals.com,Real Estate and Property Management,Unknown,No,95,N/A,much_info,reachable,200
United Kingdom,catapultonline.com,Marketing and Advertising,Unknown,No,75,N/A,much_info,reachable,200
India,hekautech.com,Technology and Software Development,Unknown,No,75,N/A,no_info,reachable,200
Germany,farol-hansestil.de,E-commerce and Retail,Unknown,No,75,N/A,no_info,reachable,200
India,lowcodeminds.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,prepzee.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
South Africa,k2020.digital,Technology and Software Development,Unknown,No,35,N/A,unreachable,unreachable,Connection Error
6.289396739,cbasites.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,smartenspaces.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Ukraine,skillreveal.io,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
France,datafit-solutions.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,futurewiseresearch.com,Healthcare,Unknown,No,95,N/A,much_info,reachable,200
Viet Nam,forintech.com,Manufacturing and Industrial,Unknown,No,95,N/A,much_info,reachable,200
India,bioquestglobal.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
United Kingdom,aristx.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,saverin.com,Other,Unknown,No,95,Investment Holding Company,much_info,reachable,200
Pakistan,amurglobal.com,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
India,ananyapanda.space,Other,solo,No,80,Personal Website/Portfolio,unreachable,unreachable,SSL Error
India,tryzensolution.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,sgnow.in,Other,Unknown,No,95,Electronics and IT Product Export & Trade,much_info,reachable,200
India,edbrig.com,Technology and Software Development,20 to 50,No,90,N/A,unreachable,unreachable,SSL Error
India,technagy.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,rotchsolutions.xyz,Other,Unknown,No,30,Domain Holding Page,no_info,reachable,200
India,ghareebobazar.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
India,sghrfze.com,Other,Unknown,No,10,N/A,no_info,reachable,200
India,neubergtechnology.com,Technology and Software Development,Unknown,No,30,N/A,unreachable,unreachable,Connection Error
Georgia,luxgeorgia.com,Other,Unknown,No,95,Escort Service Directory,much_info,reachable,200
Canada,bryanphama.com,Other,Unknown,No,10,Unclassified,unreachable,unreachable,Connection Error
India,resumetiger.app,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,shieldbyteinfosec.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,mudshare.com,Technology and Software Development,Unknown,No,45,N/A,unreachable,unreachable,403
Portugal,sedgwick.net.au,Professional Services,500+,No,95,N/A,no_info,reachable,200
United States,moasm.com,Professional Services,Unknown,No,90,N/A,unreachable,unreachable,Connection Error
United States,rommelvargas.com,Other,Unknown,No,20,No active website / Uncategorized,no_info,reachable,200
India,iscuela.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Nepal,zomome.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Viet Nam,flipjungle.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
India,equinoxedge.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
United States,claimclimbers.com,Professional Services,1 to 5,No,85,N/A,unreachable,unreachable,418
Australia,overdriverecruitment.com,Professional Services,Unknown,No,95,N/A,no_info,reachable,200
Slovakia,lembrt.com,Other,Unknown,No,25,Unclassified,no_info,reachable,200
India,dotcouncil.org,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
Australia,cribcreative.com.au,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
United States,julakanti.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
Australia,qcsmelbourne.com,Other,Unknown,No,95,Cleaning Services,much_info,reachable,200
India,primetrace.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,bhullarenterprisesllc.com,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
India,egetechs.com,Other,Unknown,No,95,IT Asset Disposition and Recycling Services,much_info,reachable,200
United States,cetta.io,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,pbell.com,Professional Services,Unknown,No,45,N/A,unreachable,unreachable,Timeout
United States,ledusatx.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
India,zymaxpharma.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
United Kingdom,choco.la,Technology and Software Development,Unknown,Yes,95,N/A,little_info,reachable,200
Germany,radiantscience.io,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Canada,mavitdigital.com,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
India,targetgrid.ai,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,carconnectautosales.com,Other,Unknown,No,75,Automotive Sales,unreachable,unreachable,Connection Error
United States,maryruthorganics.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
Hong Kong,kennedyslaw.com,Professional Services,500+,No,95,N/A,much_info,reachable,200
Philippines,mail2tor.com,Technology and Software Development,Unknown,Yes,85,N/A,unreachable,unreachable,Connection Error
Guernsey,boosttown.uk,Technology and Software Development,Unknown,No,95,N/A,unreachable,unreachable,403
India,kloudeva.com,Technology and Software Development,Unknown,No,85,N/A,no_info,reachable,200
Singapore,rv-quantum.com,Technology and Software Development,5 to 20,No,90,N/A,unreachable,unreachable,Connection Error
Viet Nam,leanbase.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,pristineposh.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
Brazil,aeroamericagroup.com,Logistics and Transportation,Unknown,No,95,N/A,much_info,reachable,200
United States,grandvalleytutor.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
Germany,heinrichackermann-bau.de,Other,Unknown,No,95,Construction,much_info,reachable,200
India,attoinfotech.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,fxpro.com,Financial Service,200 to 500,No,95,N/A,unreachable,unreachable,403
United States,pamhq.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Germany,twentyeight.media,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,metrowestcarservice.com,Logistics and Transportation,Unknown,No,95,N/A,much_info,reachable,200
United States,mailfence.com,Technology and Software Development,Unknown,Yes,95,N/A,much_info,reachable,200
United States,ttg-globalgroup.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
Canada,animahealth.com,Technology and Software Development,Unknown,No,98,N/A,much_info,reachable,200
United States,ferlazzo.it,Other,Unknown,No,90,Personal Domain / Placeholder,no_info,reachable,200
United Kingdom,hellomoe.co.uk,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United Arab Emirates,arctech.pro,Manufacturing and Industrial,500+,No,95,N/A,much_info,reachable,200
India,xenelsoft.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Australia,childsafealliance.com.au,Professional Services,5 to 20,No,95,N/A,unreachable,unreachable,Connection Error
United Kingdom,suntopfundau.com,Financial Service,Unknown,No,85,N/A,unreachable,unreachable,Connection Error
United States,newmoneycompany.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
India,kylas.io,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,succeedsmarter.co,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
Belgium,avkwinkel.nl,Manufacturing and Industrial,500+,No,95,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,3layerstech.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Spain,groa.online,Other,Unknown,No,80,Personal Development and Community Empowerment,little_info,reachable,200
Philippines,aidus.ai,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
United States,skyvisionnyc.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
India,zulutrade.com,Financial Service,500+,No,95,N/A,much_info,reachable,200
Singapore,upvuecpa.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
United States,uprealltyllc.com,Real Estate and Property Management,Unknown,No,85,N/A,unreachable,unreachable,Connection Error
United Kingdom,leabro.com,Technology and Software Development,5 to 20,No,80,N/A,unreachable,unreachable,Connection Error
India,fpstechnologies.in,Technology and Software Development,20 to 50,No,95,N/A,no_info,reachable,200
India,couponorg.com,E-commerce and Retail,Unknown,No,95,N/A,much_info,reachable,200
United States,int.pl,Technology and Software Development,Unknown,Yes,95,N/A,little_info,reachable,200
New Zealand,beyondarchitects.co.nz,Real Estate and Property Management,Unknown,No,95,N/A,much_info,reachable,200
India,theoffshorewave.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
United States,classatruckin.com,Logistics and Transportation,Unknown,No,95,N/A,unreachable,unreachable,404
India,fameninja.com,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
Thailand,fando.ai,Other,Unknown,No,10,Domain Parking,no_info,reachable,200
United States,vluwork.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
Philippines,lpb.gg,Other,Unknown,No,75,Esports and Gaming Community,unreachable,unreachable,Timeout
Sri Lanka,affordabledreams.us,Other,Unknown,No,80,Home Staging and Interior Design,unreachable,unreachable,403
United States,myclkd.id,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Philippines,civilconsol.com.au,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
Australia,divegen.com.au,Technology and Software Development,Unknown,No,85,N/A,unreachable,unreachable,403
United States,massavana.com,Other,Unknown,No,95,Alcoholic Beverage Manufacturing and Sales,much_info,reachable,200
United Kingdom,collective-commerce-hk.com,Other,Unknown,No,20,E-commerce related services,no_info,reachable,200
Australia,craftybusiness.cloud,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
India,coretechplacements.in,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
United Kingdom,ccotech.net,Technology and Software Development,20 to 50,No,85,N/A,unreachable,unreachable,Timeout
Thailand,edalem.io,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,hakunamatatatech.com,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
United Kingdom,wisewaysinstitute.com,Education and e-learning,Unknown,No,95,N/A,much_info,reachable,200
Israel,localbird.io,Marketing and Advertising,20 to 50,No,80,N/A,unreachable,unreachable,403
India,gtm.inc,Marketing and Advertising,Unknown,No,95,N/A,much_info,reachable,200
United States,newt.foundation,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Netherlands,gorvat.me,Technology and Software Development,solo,No,80,N/A,unreachable,unreachable,Connection Error
Ukraine,netsolidinvest.com,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
Pakistan,weldo.org,Other,Unknown,No,95,Non-profit / Humanitarian Aid,much_info,reachable,200
Indonesia,aboniemediagroup.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Philippines,aqwire.co,Financial Service,Unknown,No,95,N/A,much_info,reachable,200
Russian Federation,vk.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
India,tech-computers.com,Technology and Software Development,Unknown,No,75,N/A,unreachable,unreachable,Connection Error
United States,area9tea8.com,Education and e-learning,100 to 200,No,95,N/A,unreachable,unreachable,Connection Error
India,nextgenhardwarelimited.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Belgium,digitalbry.com,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
Indonesia,voip.associates,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
India,24x7designs.com,Technology and Software Development,Unknown,No,95,N/A,much_info,reachable,200
Australia,luxecosmetictattooing.com.au,Other,Unknown,No,95,Beauty and Aesthetic Clinic,much_info,reachable,200
United Kingdom,rbphotography.online,Professional Services,Unknown,No,85,N/A,unreachable,unreachable,Connection Error
India,epictranscription.com,Professional Services,Unknown,No,95,N/A,much_info,reachable,200
