country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
United States,usestimation.com,Professional Services,1 to 5,No,60,N/A,little_info,reachable,200
United States,chaublog.com,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,Connection Error
United Kingdom,beamvex.co.uk,Technology and Software Development,1 to 5,No,70,N/A,little_info,reachable,200
Brazil,marko.com.br,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United States,aeroattack.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
Pakistan,spctek.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
Israel,magicsoftware.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
United States,mondaymail.net,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,500
United States,zoefun.com,Other,1 to 5,No,50,Entertainment,unreachable,unreachable,Connection Error
United States,foodfarms.net,Other,solo,No,95,Placeholder/Parked Domain,no_info,reachable,200
United States,nutrijoayo.com,Healthcare,solo,No,95,N/A,much_info,reachable,200
Kenya,maserohtailextech.x10.bz,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
Belgium,rgwit.be,Technology and Software Development,1 to 5,No,90,N/A,unreachable,unreachable,Exceeded 30 redirects.
Philippines,maildrop.cc,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
India,sjsu.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Philippines,teletrend.co,Technology and Software Development,1 to 5,No,40,N/A,unreachable,reachable,200
United States,maois.net,Technology and Software Development,1 to 5,No,50,N/A,no_info,reachable,200
India,wondrgrp.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,virginmedia.ie,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
United States,s0ny.net,Other,solo,No,95,Parking/Redirect,unreachable,unreachable,Connection Error
Poland,toaik.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United States,mail4.uk,Technology and Software Development,solo,Yes,95,N/A,little_info,reachable,200
United States,totemlo.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,403
United Kingdom,ca-outsource.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
India,rve.co.in,Technology and Software Development,5 to 20,No,60,N/A,unreachable,unreachable,500
Egypt,setup.sa,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
India,kazvi.com,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
United States,jalunaki.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
Australia,jics.com.au,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Netherlands,zslsz.com,Other,solo,No,100,N/A,unreachable,unreachable,Connection Error
Spain,belgianairways.com,Technology and Software Development,solo,Yes,95,N/A,little_info,reachable,200
United States,amirei.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,caspercreations.co,E-commerce and Retail,solo,No,95,N/A,much_info,reachable,200
United Arab Emirates,theluxeinterior.com,Professional Services,1 to 5,No,95,Interior Design,much_info,reachable,200
United Kingdom,mnsaf.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
United States,buzblox.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
United States,i-buy-cry.casa,Technology and Software Development,solo,No,55,N/A,little_info,reachable,200
Nigeria,mgtsci.uniben.edu,Education and e-learning,500+,No,80,N/A,unreachable,unreachable,403
Viet Nam,agudrive.com,Technology and Software Development,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
India,tupanda.com,Other,1 to 5,No,50,E-commerce,unreachable,unreachable,Connection Error
India,suryapowereng.in,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
India,stayhome.li,Technology and Software Development,solo,Yes,95,N/A,little_info,reachable,200
Poland,maillazy.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Côte D'Ivoire,oistax.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Czech Republic,tek-recruit.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Kuwait,tachyonenergy.ie,Other,1 to 5,No,65,Energy and Utilities,little_info,reachable,200
United States,students.rps205.com,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
Philippines,kkg-security.com,Professional Services,50 to 100,No,95,Security Services,much_info,reachable,200
Saudi Arabia,xagym.com,Other,solo,No,95,Domain Parking/Expired Domain,no_info,reachable,200
Australia,wattmorr.com.au,Real Estate and Property Management,1 to 5,No,70,N/A,little_info,reachable,200
United States,masonicicons.com,Other,1 to 5,No,60,E-commerce and Retail (Specialty Goods),little_info,reachable,200
Romania,waranadigital.com,Marketing and Advertising,1 to 5,No,75,N/A,little_info,reachable,200
India,vicdigit.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
Namibia,radiant-flow.org,Other,solo,No,50,Non-profit,unreachable,unreachable,Connection Error
United States,sharklasers.com,Technology and Software Development,solo,Yes,100,N/A,much_info,reachable,200
United States,progresive.cz,Technology and Software Development,solo,No,45,N/A,little_info,reachable,200
United States,socialpitch.in,Marketing and Advertising,5 to 20,No,50,N/A,unreachable,unreachable,403
India,daouse.com,Technology and Software Development,5 to 20,No,55,N/A,unreachable,unreachable,Connection Error
Poland,bllibl.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
United States,sps.org,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,mardiek.com,Professional Services,solo,No,50,N/A,unreachable,unreachable,Connection Error
United States,chainds.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,cashbn.com,Financial Service,solo,No,10,N/A,unreachable,unreachable,Connection Error
Germany,tekkki.com,Other,solo,No,95,Domain Parking,no_info,reachable,200
Poland,maximail.vip,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,403
Cayman Islands,codavatar.tech,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Italy,pursip.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
"Iran, Islamic Republic Of",agromgt.com,Professional Services,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
India,clip.lat,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Connection Error
United States,acuxi.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Norway,nespj.com,Professional Services,1 to 5,No,50,Legal Services,unreachable,unreachable,403
India,kyvos.io,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
India,valuera.co.in,Professional Services,5 to 20,No,60,N/A,little_info,reachable,200
Switzerland,fypip.com,Technology and Software Development,solo,No,50,N/A,no_info,reachable,200
United States,fyhba.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
"Iran, Islamic Republic Of",vasteron.com,Professional Services,20 to 50,No,70,N/A,unreachable,unreachable,404
United States,blueboua.com,Other,solo,No,60,Travel and Hospitality,little_info,reachable,200
Algeria,mobilesm.com,Technology and Software Development,50 to 100,No,0,N/A,unreachable,unreachable,Connection Error
Ukraine,fintecharbor.com,Professional Services,5 to 20,No,95,Legal and Business Consulting,much_info,reachable,200
India,yippco.com,Other,solo,No,100,Domain Parking,no_info,reachable,200
United States,ksimpsonlaw.com,Professional Services,solo,No,60,Legal Services,unreachable,unreachable,404
India,lucentinnovation.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Canada,vasomin.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Canada,gapps.yrdsb.ca,Education and e-learning,500+,No,80,N/A,unreachable,unreachable,Connection Error
Hong Kong,homesgroup.hk,Real Estate and Property Management,5 to 20,No,40,N/A,unreachable,unreachable,500
United States,ozz.pw,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,meruado.uk,Other,solo,Yes,95,Email Service Provider,little_info,reachable,200
Sweden,imagilabs.com,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
India,sunilmenon.net,Professional Services,solo,No,10,N/A,unreachable,unreachable,Connection Error
Canada,brenlova.com,Professional Services,5 to 20,No,70,N/A,little_info,reachable,200
United States,downlor.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Slovenia,probis.si,Professional Services,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,revenuehire.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
United States,asaption.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Netherlands,hinen.com,Manufacturing and Industrial,500+,No,95,N/A,much_info,reachable,200
Indonesia,edny.net,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
United States,dovinou.com,Other,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Brazil,leaplabour.com.au,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Australia,dinogroup.com.au,Other,1 to 5,No,20,Business Services / Consulting,unreachable,unreachable,Connection Error
United States,systemskills.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Peru,hostingnet.pe,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,commonspirit.org,Healthcare,500+,No,70,N/A,unreachable,unreachable,403
Egypt,zohomail.com,Technology and Software Development,500+,Yes,100,N/A,much_info,reachable,200
United States,ifdamagesn.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Singapore,mykinchan.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Viet Nam,monsterstudio.io,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,use.startmail.com,Technology and Software Development,50 to 100,Yes,95,N/A,unreachable,unreachable,Connection Error
Australia,wilnetsolutions.com.au,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
United States,cenvarroofing.cam,Other,solo,No,50,Real Estate Services,no_info,reachable,200
South Africa,linkwellcapital.co.za,Financial Service,1 to 5,No,50,N/A,no_info,reachable,200
United States,usap.com,Healthcare,500+,No,95,N/A,much_info,reachable,200
United States,gattormail.com,Technology and Software Development,solo,No,75,N/A,unreachable,unreachable,530
Netherlands,biogemz.de,Other,1 to 5,No,60,Biotechnology,little_info,reachable,200
Switzerland,csliquidity.com,Other,solo,No,100,Domain Parking,no_info,reachable,200
Egypt,inikale.com,Technology and Software Development,1 to 5,No,0,N/A,unreachable,unreachable,Connection Error
France,eagereverest.com,Technology and Software Development,50 to 100,No,40,N/A,unreachable,unreachable,Connection Error
United Kingdom,ghansonconsult.co.uk,Professional Services,1 to 5,No,95,Travel Agency,much_info,reachable,200
United States,shifthop.com,Healthcare,200 to 500,No,95,N/A,much_info,reachable,200
India,recruitcrm.io,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,tignee.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,temporary-mail.net,Technology and Software Development,solo,Yes,80,N/A,unreachable,unreachable,403
India,dreamstands.com,Professional Services,20 to 50,No,95,Exhibition Stand Design and Construction,much_info,reachable,200
China,linshiyouxiang.net,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
Sri Lanka,alphatech.lk,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Philippines,meinhardt.com.ph,Professional Services,200 to 500,No,60,N/A,unreachable,unreachable,Connection Error
India,nimadir.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United Kingdom,fanclub.pm,Technology and Software Development,solo,Yes,75,N/A,little_info,reachable,200
Greece,maestrosoft.gr,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Netherlands,jadaratravel.com,Professional Services,1 to 5,No,95,Travel Agency,much_info,reachable,200
Philippines,webx.group,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,530
Philippines,gift-flight.com,Technology and Software Development,solo,No,60,N/A,no_info,reachable,200
Poland,printernationaltrade.com,Other,solo,No,95,Domain Parking,no_info,reachable,200
"Iran, Islamic Republic Of",sigmazon.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Oman,fmuss.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,526
United Arab Emirates,dawhe.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,cochise.az.gov,Other,200 to 500,No,95,Government,much_info,reachable,200
Canada,powerscrews.com,Other,solo,Yes,100,Email Service,much_info,reachable,200
United Kingdom,woodhayes.co.uk,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
Indonesia,forexru.com,Financial Service,50 to 100,No,60,N/A,unreachable,unreachable,Connection Error
United States,kolakbg.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Netherlands,tutamail.com,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
India,skykingindia.com,Logistics and Transportation,500+,No,95,N/A,much_info,reachable,200
United States,povaup.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
Sweden,milennia.se,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United States,discrip.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,zndsmail.com,Technology and Software Development,1 to 5,Yes,95,N/A,unreachable,unreachable,Connection Error
Sweden,hersen.se,Other,solo,No,80,N/A,no_info,reachable,200
India,omg6.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Pakistan,protogroup.co,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Pakistan,spedmic.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,403
Belgium,mousquetaires.com,E-commerce and Retail,500+,No,70,N/A,unreachable,unreachable,Timeout
Malaysia,finfixer.my,Financial Service,1 to 5,No,50,N/A,unreachable,unreachable,Timeout
United States,toateainc.org,Other,5 to 20,No,95,Non-profit,much_info,reachable,200
United States,drinkmirth.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
Colombia,bradthomasdisability.com,Professional Services,1 to 5,No,95,Legal Services,much_info,reachable,200
France,neueinformation.com,Technology and Software Development,solo,No,50,N/A,unreachable,unreachable,Connection Error
Pakistan,sacarpetcleaning.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
United Arab Emirates,sunintl.org,Other,50 to 100,No,80,Non-profit,unreachable,unreachable,500
United States,mail.co.uk,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
Panama,pdoax.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Pakistan,printinglance.com,E-commerce and Retail,50 to 100,No,95,N/A,much_info,reachable,200
India,vaxdusa.com,Healthcare,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
United States,lofiey.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
"Venezuela, Bolivarian Republic Of",luisdzerpa.com,Technology and Software Development,solo,No,95,N/A,much_info,reachable,200
United States,neuraxo.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,axalize.vn,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,ourcrowd.com,Financial Service,200 to 500,No,95,N/A,much_info,reachable,200
Philippines,nait.ca,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,fbi.one,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
United States,marion-isd.org,Education and e-learning,200 to 500,No,95,N/A,much_info,reachable,200
United States,otemdi.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Poland,oronny.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Austria,ezonemail.com,Technology and Software Development,solo,No,30,N/A,no_info,reachable,200
Brazil,fexbox.org,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
Bangladesh,ociun.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,jcsnc.org,Other,5 to 20,No,95,Non-profit,much_info,reachable,200
United States,prohomesab.com,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
Brazil,vedius.com.br,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,ikangou.com,Healthcare,500+,No,70,N/A,unreachable,unreachable,Connection Error
India,xploreholidayz.in,Other,5 to 20,No,95,Travel Agency,much_info,reachable,200
United States,cyclelove.cc,Other,1 to 5,No,50,Travel Agency,unreachable,unreachable,Connection Error
Ukraine,softsvit.com,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
United States,agafx.com,Financial Service,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
Ukraine,itstep.org,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Switzerland,anypng.com,E-commerce and Retail,solo,No,95,N/A,much_info,unreachable,Connection Error
Indonesia,dekpal.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,iastate.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Spain,trisquelventures.com,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Slovakia,azet.sk,Technology and Software Development,20 to 50,Yes,95,N/A,much_info,reachable,200
Brazil,guerrillamail.com,Technology and Software Development,1 to 5,Yes,95,N/A,much_info,reachable,200
Pakistan,uproyals.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
India,alibrs.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
India,wapgad.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,cartep.com,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
India,ndiety.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Spain,vortexminer.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Australia,beachhouserealty.com.au,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
"Venezuela, Bolivarian Republic Of",seosnaps.com,Marketing and Advertising,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Netherlands,qacmjeq.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Greece,epidro.me,Technology and Software Development,solo,No,60,N/A,little_info,reachable,200
United States,dontsp.am,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United States,gleamingtouchinc.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Germany,accenture.com,Professional Services,500+,No,100,N/A,much_info,reachable,200
Denmark,arl-consulting.com,Logistics and Transportation,1 to 5,No,95,N/A,much_info,reachable,200
China,webscash.com,Financial Service,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
United States,solarnyx.com,Technology and Software Development,solo,No,60,N/A,unreachable,unreachable,Connection Error
Italy,giadabenettini.cloud,Professional Services,solo,No,40,N/A,unreachable,unreachable,Connection Error
Australia,gawte.com,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
United Kingdom,jakemsr.com,Professional Services,solo,No,95,N/A,unreachable,unreachable,Connection Error
France,vatatire.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Singapore,cashbenties.com,Other,solo,No,70,Adult Entertainment,no_info,reachable,200
India,sanitsolutions.in,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Algeria,protid.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Bangladesh,watrf.com,Technology and Software Development,1 to 5,No,50,N/A,little_info,reachable,200
India,nextbewe.com,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
United Kingdom,digital-boredom.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,530
India,eluxeer.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,acroins.com,Financial Service,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
India,fuasha.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,bangban.uk,Other,solo,Yes,95,Email Service Provider,no_info,reachable,200
Philippines,su.edu.ph,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Timeout
Kazakhstan,sbenterprise.org,Professional Services,solo,No,60,N/A,little_info,reachable,200
United States,pixdd.com,Technology and Software Development,1 to 5,No,30,N/A,unreachable,unreachable,Connection Error
France,bitcall.io,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,couldmail.com,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
China,qabq.com,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
Nigeria,doishy.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United Kingdom,coinoverse.com,Financial Service,20 to 50,No,95,N/A,much_info,reachable,200
United States,ffhc.net,Financial Service,5 to 20,No,50,N/A,unreachable,unreachable,Connection Error
Australia,exoular.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,kean.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
United States,calorpg.com,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
France,tube2com.com,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
"Venezuela, Bolivarian Republic Of",nxtgrid.co,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United States,grassdev.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
Norway,karmoyskolen.no,Education and e-learning,50 to 100,No,95,N/A,much_info,reachable,200
India,makesite.net,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United States,frontbridges.com,Professional Services,20 to 50,No,75,N/A,unreachable,unreachable,Connection Error
United States,letterguard.net,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
United States,duck.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Israel,rover.info,Technology and Software Development,solo,Yes,95,N/A,much_info,reachable,200
Lebanon,presentail.com,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
South Africa,basadiafricaprojects.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Ukraine,salesnash.io,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
United States,nastyx.com,Other,solo,No,50,Adult Entertainment,unreachable,unreachable,Connection Error
United Kingdom,taex.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
Pakistan,webring.ltd,Technology and Software Development,1 to 5,No,60,N/A,little_info,reachable,200
Saudi Arabia,aiesec.net,Other,500+,No,95,Non-profit,much_info,unreachable,Connection Error
United Kingdom,lanipe.com,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
Pakistan,avulos.com,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Connection Error
Denmark,passmail.net,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
Ukraine,regapts.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,grandview.edu,Education and e-learning,200 to 500,No,95,N/A,much_info,reachable,200
United States,onialtd.com,Other,solo,No,100,Domain Parking,no_info,reachable,200
United States,beariesdistrola.com,Technology and Software Development,solo,No,40,N/A,little_info,reachable,200
Mexico,t3s.com.mx,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,togito.com,Technology and Software Development,50 to 100,No,70,N/A,unreachable,unreachable,Connection Error
Kenya,wikinoir.com,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
Pakistan,gift.edu.pk,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Nigeria,unobitex.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,tanlanav.com,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Canada,axiommedia.org,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,jazipo.com,Other,solo,No,5,N/A,unreachable,unreachable,Connection Error
"Iran, Islamic Republic Of",datingso.com,Technology and Software Development,solo,No,40,N/A,unreachable,unreachable,Connection Error
India,buides.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
India,svce.ac.in,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
